"UNIQUE_ID","DSGN_CYCLE","COMID","SITE_ID"
"NRS_NE-10007","2008-09","7262741","FW08NE003"
"NRS_NE-10009","2008-09","16101059","FW08NE001"
"NRS_NE-10014","2008-09","18805361","FW08NE006"
"NRS_NE-10041","2008-09","7292800","FW08NE031"
"NRS_NE-10042","2008-09","17262053","FW08NE032"
"NRS_NE-10024","2008-09","19043411","FW08NE014"
"NRS_NE-10025","2008-09","7265679","FW08NE015"
"NRS_NE-10026","2008-09","17398607","FW08NE016"
"NRS_NE-10027","2008-09","17448647","FW08NE017"
"NRS_NE-10029","2008-09","11649603","FW08NE019"
"NRS_NE-10031","2008-09","17393170","FW08NE021"
"NRS_NE-10032","2008-09","18767456","FW08NE022"
"NRS_NE-10034","2008-09","11655378","FW08NE024"
"NRS_NE-10035","2008-09","17298454","FW08NE025"
"NRS_NE-10036","2008-09","16068263","FW08NE026"
"NRS_NE-10037","2008-09","19062896","FW08NE027"
"NRS_NE-10045","2008-09","11760478","FW08NE035"
"NRS_NE-10046","2008-09","17246380","FW08NE036"
"NRS_NE-10047","2008-09","17512368","FW08NE037"
"NRS_NE-10050","2008-09","16032104","FW08NE040"
"NRS_NE-10051","2008-09","7257277","FW08NE041"
"NRS_NE-10053","2008-09","7264485","FW08NE043"
"NRS_NE-10054","2008-09","17422870","FW08NE044"
"NRS_NE-10055","2008-09","16051700","FW08NE045"
"NRS_NE-10056","2008-09","7266915","FW08NE046"
"NRS_NE-10057","2008-09","17340693","FW08NE047"
"NRS_NE-10058","2008-09","17421362","FW08NE048"
"NRS_NE-10060","2008-09","18771068","FW08NE050"
"NRS_NE-10038","2008-09","18799841","FW08NE028"
"NRS_NE-10040","2008-09","19095613","FW08NE030"
"NRS_NE-10063","2008-09","16031766","FW08NE056"
"NRS_NE-10064","2008-09","18829939","FW08NE057"
"NRS_NE-10066","2008-09","17405525","FW08NE060"
"NRS_NE-10067","2008-09","4020559","FW08NE066"
"NRS_NE-10068","2008-09","11673058","FW08NE067"
"NRS_NE-10070","2008-09","17416724","FW08NE070"
"NRS_NE-10075","2008-09","17507212","FW08NE081"
"NRS_NE-10080","2008-09","18829939","FW08NE092"
"NRS_NE-10082","2008-09","19091959","FW08NE102"
"NRS_NE-10086","2008-09","18785004","FW08NE114"
"NRS_NE-10097","2008-09","19081383","FW08NE166"
"NRS_NE-10101","2008-09","16030840","FW08NE189"
"NRS_NH-10061","2008-09","9326354","FW08NH002"
"NRS_NH-10064","2008-09","5844524","FW08NH003"
"NRS_NH-10065","2008-09","6764058","FW08NH001"
"NRS_NH-10068","2008-09","4595083","FW08NH005"
"NRS_NH-10070","2008-09","9331576","FW08NH007"
"NRS_NH-10072","2008-09","9327714","FW08NH009"
"NRS_NH-10073","2008-09","6742014","FW08NH010"
"NRS_NH-10074","2008-09","9331392","FW08NH011"
"NRS_NH-10077","2008-09","6741776","FW08NH014"
"NRS_NH-10079","2008-09","9332538","FW08NH016"
"NRS_NE-10062","2008-09","17309896","FW08NE052"
"NRS_NJ-10012","2008-09","9514052","FW08NJ005"
"NRS_NJ-10014","2008-09","6251048","FW08NJ007"
"NRS_NJ-10015","2008-09","4151692","FW08NJ008"
"NRS_NJ-10016","2008-09","2590217","FW08NJ009"
"NRS_NJ-10018","2008-09","6251128","FW08NJ011"
"NRS_NJ-10020","2008-09","2591435","FW08NJ013"
"NRS_NJ-10022","2008-09","2583245","FW08NJ015"
"NRS_NJ-10023","2008-09","9513874","FW08NJ016"
"NRS_NJ-10025","2008-09","6245648","FW08NJ019"
"NRS_NJ-10026","2008-09","9513050","FW08NJ021"
"NRS_NH-10080","2008-09","9331302","FW08NH017"
"NRS_NH-10081","2008-09","6761938","FW08NH018"
"NRS_NH-10083","2008-09","4592867","FW08NH020"
"NRS_NH-10091","2008-09","9315895","FW08NH057"
"NRS_NH-10099","2008-09","5847944","FW08NH099"
"NRS_NH-10100","2008-09","19335069","FW08NH104"
"NRS_NJ-10003","2008-09","9442093","FW08NJ001"
"NRS_NJ-10008","2008-09","2587891","FW08NJ002"
"NRS_NJ-10010","2008-09","6245974","FW08NJ003"
"NRS_NJ-10011","2008-09","4151670","FW08NJ004"
"NRS_NM-10061","2008-09","17865334","FW08NM012"
"NRS_NJ-10031","2008-09","6249718","FW08NJ035"
"NRS_NM-10029","2008-09","20059534","FW08NM003"
"NRS_NM-10037","2008-09","17825906","FW08NM001"
"NRS_NM-10046","2008-09","17844562","FW08NM002"
"NRS_NM-10054","2008-09","20045390","FW08NM005"
"NRS_NM-10057","2008-09","17808640","FW08NM008"
"NRS_NM-10059","2008-09","22421022","FW08NM010"
"NRS_NM-10092","2008-09","3080255","FW08NM043"
"NRS_NM-10094","2008-09","17848920","FW08NM045"
"NRS_NM-10096","2008-09","3222059","FW08NM047"
"NRS_NM-10097","2008-09","20058266","FW08NM048"
"NRS_NM-10099","2008-09","17877889","FW08NM061"
"NRS_NM-10062","2008-09","20039912","FW08NM013"
"NRS_NM-10067","2008-09","22457913","FW08NM018"
"NRS_NM-10068","2008-09","2430094","FW08NM019"
"NRS_NM-10071","2008-09","17038579","FW08NM022"
"NRS_NM-10072","2008-09","20803309","FW08NM023"
"NRS_NM-10073","2008-09","17819092","FW08NM024"
"NRS_NM-10074","2008-09","20817334","FW08NM025"
"NRS_NM-10075","2008-09","2538967","FW08NM026"
"NRS_NM-10076","2008-09","20773710","FW08NM027"
"NRS_NM-10080","2008-09","21353289","FW08NM031"
"NRS_NM-10083","2008-09","17811950","FW08NM034"
"NRS_NM-10084","2008-09","2430354","FW08NM035"
"NRS_NM-10087","2008-09","17040503","FW08NM038"
"NRS_NM-10088","2008-09","20802339","FW08NM039"
"NRS_NM-10091","2008-09","22455659","FW08NM042"
"NRS_NV-10174","2008-09","23287531","FW08NV010"
"NRS_NV-10280","2008-09","10749941","FW08NV014"
"NRS_NV-10281","2008-09","10774418","FW08NV015"
"NRS_NV-10285","2008-09","11206810","FW08NV019"
"NRS_NV-10286","2008-09","21436885","FW08NV020"
"NRS_NV-10288","2008-09","11851079","FW08NV022"
"NRS_NV-10292","2008-09","11139018","FW08NV026"
"NRS_NV-10294","2008-09","11281846","FW08NV028"
"NRS_NM-10100","2008-09","20065177","FW08NM064"
"NRS_NM-10101","2008-09","20044804","FW08NM069"
"NRS_NM-10102","2008-09","17015697","FW08NM070"
"NRS_NM-10108","2008-09","20816338","FW08NM105"
"NRS_NV-10003","2008-09","11174355","FW08NV003"
"NRS_NV-10014","2008-09","23198686","FW08NV008"
"NRS_NV-10056","2008-09","11187793","FW08NV011"
"NRS_NV-10070","2008-09","20594352","FW08NV009"
"NRS_NV-10076","2008-09","10693689","FW08NV005"
"NRS_NV-10117","2008-09","10787024","FW08NV004"
"NRS_NV-10120","2008-09","24061295","FW08NV012"
"NRS_NV-10295","2008-09","11338977","FW08NV029"
"NRS_NV-10297","2008-09","10785790","FW08NV031"
"NRS_NV-10298","2008-09","20624320","FW08NV032"
"NRS_NV-10299","2008-09","11390644","FW08NV033"
"NRS_NV-10300","2008-09","11154545","FW08NV034"
"NRS_NV-10301","2008-09","11208384","FW08NV035"
"NRS_NV-10303","2008-09","23287337","FW08NV037"
"NRS_NV-10304","2008-09","11848891","FW08NV038"
"NRS_NV-10305","2008-09","11135436","FW08NV039"
"NRS_NY-10009","2008-09","15466705","FW08NY014"
"NRS_NY-10012","2008-09","9521357","FW08NY004"
"NRS_NY-10013","2008-09","15539781","FW08NY009"
"NRS_NV-10163","2008-09","23335952","FW08NV006"
"NRS_NV-10306","2008-09","8920063","FW08NV040"
"NRS_NV-10307","2008-09","10762675","FW08NV041"
"NRS_NV-10315","2008-09","11125011","FW08NV049"
"NRS_NV-10316","2008-09","11157333","FW08NV050"
"NRS_NV-10317","2008-09","11207100","FW08NV051"
"NRS_NV-10319","2008-09","23287029","FW08NV053"
"NRS_NV-10320","2008-09","11851763","FW08NV054"
"NRS_NV-10322","2008-09","11432215","FW08NV056"
"NRS_NV-10323","2008-09","10763433","FW08NV057"
"NRS_NV-10324","2008-09","11203330","FW08NV058"
"NRS_NY-10017","2008-09","6185902","FW08NY008"
"NRS_NY-10025","2008-09","15455920","FW08NY002"
"NRS_NY-10026","2008-09","21983871","FW08NY011"
"NRS_NY-10028","2008-09","6212224","FW08NY016"
"NRS_NY-10031","2008-09","3246788","FW08NY015"
"NRS_NY-10038","2008-09","9422951","FW08NY017"
"NRS_NY-10039","2008-09","21977225","FW08NY018"
"NRS_NY-10040","2008-09","8119227","FW08NY019"
"NRS_NY-10042","2008-09","932020090","FW08NY021"
"NRS_NY-10043","2008-09","21974619","FW08NY022"
"NRS_NY-10044","2008-09","9423999","FW08NY023"
"NRS_NY-10045","2008-09","15449228","FW08NY024"
"NRS_NV-10328","2008-09","11198470","FW08NV062"
"NRS_NV-10329","2008-09","11227624","FW08NV063"
"NRS_NV-10331","2008-09","11179295","FW08NV065"
"NRS_NV-10332","2008-09","946040194","FW08NV066"
"NRS_NV-10335","2008-09","23198924","FW08NV069"
"NRS_NY-10008","2008-09","22026450","FW08NY003"
"NRS_NY-10072","2008-09","8088009","FW08NY051"
"NRS_NY-10073","2008-09","15489136","FW08NY052"
"NRS_NY-10074","2008-09","22746123","FW08NY053"
"NRS_NY-10075","2008-09","6200068","FW08NY055"
"NRS_NY-10077","2008-09","15445207","FW08NY064"
"NRS_NY-10046","2008-09","22288395","FW08NY025"
"NRS_NY-10048","2008-09","15485147","FW08NY027"
"NRS_NY-10049","2008-09","6189052","FW08NY028"
"NRS_NY-10051","2008-09","8969900","FW08NY030"
"NRS_NY-10053","2008-09","8969946","FW08NY032"
"NRS_NY-10055","2008-09","21975043","FW08NY034"
"NRS_NY-10056","2008-09","8103053","FW08NY035"
"NRS_NY-10058","2008-09","22745845","FW08NY037"
"NRS_NY-10060","2008-09","9423281","FW08NY039"
"NRS_NY-10061","2008-09","932020140","FW08NY040"
"NRS_NY-10062","2008-09","22306077","FW08NY041"
"NRS_NY-10078","2008-09","22746575","FW08NY065"
"NRS_NY-10079","2008-09","21974543","FW08NY066"
"NRS_NY-10081","2008-09","8969698","FW08NY076"
"NRS_NY-10082","2008-09","21979451","FW08NY077"
"NRS_NY-10083","2008-09","9422613","FW08NY081"
"NRS_NY-10084","2008-09","15466515","FW08NY084"
"NRS_NY-10085","2008-09","15449762","FW08NY088"
"NRS_OH-10009","2008-09","15363363","FW08OH005"
"NRS_OH-10011","2008-09","19388310","FW08OH003"
"NRS_OH-10012","2008-09","5217151","FW08OH004"
"NRS_OH-10015","2008-09","15431016","FW08OH002"
"NRS_OH-10020","2008-09","9858973","FW08OH007"
"NRS_NY-10063","2008-09","15539403","FW08NY042"
"NRS_NY-10065","2008-09","6189276","FW08NY044"
"NRS_NY-10067","2008-09","15539919","FW08NY046"
"NRS_NY-10068","2008-09","15476235","FW08NY047"
"NRS_NY-10069","2008-09","15575613","FW08NY048"
"NRS_NY-10070","2008-09","22743067","FW08NY049"
"NRS_NY-10071","2008-09","21972796","FW08NY050"
"NRS_OH-10049","2008-09","9857897","FW08OH026"
"NRS_OH-10050","2008-09","13154255","FW08OH027"
"NRS_OH-10051","2008-09","5215271","FW08OH028"
"NRS_OH-10052","2008-09","15365359","FW08OH029"
"NRS_OH-10053","2008-09","167484526","FW08OH030"
"NRS_OH-10054","2008-09","3883720","FW08OH031"
"NRS_OH-10055","2008-09","5212175","FW08OH032"
"NRS_OH-10056","2008-09","15401056","FW08OH033"
"NRS_OH-10058","2008-09","3985854","FW08OH035"
"NRS_OH-10059","2008-09","15649729","FW08OH036"
"NRS_OH-10060","2008-09","15419919","FW08OH037"
"NRS_OH-10061","2008-09","15594599","FW08OH038"
"NRS_OH-10062","2008-09","15614098","FW08OH040"
"NRS_OH-10063","2008-09","5216445","FW08OH044"
"NRS_OH-10065","2008-09","9860587","FW08OH050"
"NRS_OK-10016","2008-09","492724","FW08OK014"
"NRS_OH-10027","2008-09","19453615","FW08OH008"
"NRS_OH-10030","2008-09","15604210","FW08OH006"
"NRS_OH-10031","2008-09","19388456","FW08OH001"
"NRS_OH-10034","2008-09","3819373","FW08OH011"
"NRS_OH-10035","2008-09","5231404","FW08OH012"
"NRS_OH-10036","2008-09","15382793","FW08OH013"
"NRS_OH-10038","2008-09","9846333","FW08OH015"
"NRS_OH-10040","2008-09","15379381","FW08OH017"
"NRS_OH-10041","2008-09","19389930","FW08OH018"
"NRS_OH-10042","2008-09","3940470","FW08OH019"
"NRS_OH-10043","2008-09","15667157","FW08OH020"
"NRS_OK-10017","2008-09","19957398","FW08OK013"
"NRS_OK-10018","2008-09","13755091","FW08OK003"
"NRS_OK-10022","2008-09","683473","FW08OK011"
"NRS_OK-10024","2008-09","535655","FW08OK002"
"NRS_OK-10031","2008-09","380740","FW08OK012"
"NRS_OK-10032","2008-09","13970218","FW08OK005"
"NRS_OK-10037","2008-09","5262424","FW08OK010"
"NRS_OK-10040","2008-09","538279","FW08OK007"
"NRS_OK-10041","2008-09","430440","FW08OK006"
"NRS_OK-10042","2008-09","691121","FW08OK009"
"NRS_OK-10047","2008-09","5265128","FW08OK017"
"NRS_OK-10048","2008-09","20988297","FW08OK018"
"NRS_OH-10044","2008-09","15385429","FW08OH021"
"NRS_OH-10045","2008-09","15595311","FW08OH022"
"NRS_OH-10046","2008-09","3489643","FW08OH023"
"NRS_OH-10047","2008-09","15612806","FW08OH024"
"NRS_OH-10048","2008-09","19392482","FW08OH025"
"NRS_OK-10054","2008-09","678913","FW08OK024"
"NRS_OK-10055","2008-09","249354","FW08OK025"
"NRS_OK-10056","2008-09","590048","FW08OK026"
"NRS_OK-10057","2008-09","941050061","FW08OK027"
"NRS_OK-10058","2008-09","560591","FW08OK028"
"NRS_OK-10060","2008-09","7584587","FW08OK030"
"NRS_OK-10061","2008-09","13860990","FW08OK031"
"NRS_OK-10049","2008-09","425068","FW08OK019"
"NRS_OK-10050","2008-09","673110","FW08OK020"
"NRS_OK-10052","2008-09","416965","FW08OK022"
"NRS_OK-10053","2008-09","532475","FW08OK023"
"NRS_OK-10074","2008-09","559903","FW08OK044"
"NRS_OK-10077","2008-09","3134439","FW08OK047"
"NRS_OK-10078","2008-09","6027780","FW08OK048"
"NRS_OK-10080","2008-09","9545029","FW08OK050"
"NRS_OK-10081","2008-09","417933","FW08OK051"
"NRS_OK-10082","2008-09","557545","FW08OK052"
"NRS_OK-10083","2008-09","21098935","FW08OK053"
"NRS_OK-10085","2008-09","253962","FW08OK055"
"NRS_OK-10062","2008-09","430554","FW08OK032"
"NRS_OK-10064","2008-09","8348895","FW08OK034"
"NRS_OK-10065","2008-09","536493","FW08OK035"
"NRS_OK-10066","2008-09","5266018","FW08OK036"
"NRS_OK-10068","2008-09","534175","FW08OK038"
"NRS_OK-10069","2008-09","6026292","FW08OK039"
"NRS_OK-10070","2008-09","5265202","FW08OK040"
"NRS_OK-10073","2008-09","6030980","FW08OK043"
"NRS_OK-10096","2008-09","629419","FW08OK074"
"NRS_OK-10098","2008-09","430066","FW08OK080"
"NRS_OK-10100","2008-09","7584563","FW08OK094"
"NRS_OK-10086","2008-09","13970218","FW08OK056"
"NRS_OK-10087","2008-09","21002327","FW08OK057"
"NRS_OK-10088","2008-09","6041402","FW08OK058"
"NRS_OK-10089","2008-09","19957658","FW08OK059"
"NRS_OK-10090","2008-09","3142124","FW08OK060"
"NRS_OK-10091","2008-09","372489","FW08OK061"
"NRS_OK-10092","2008-09","833512","FW08OK062"
"NRS_OK-10094","2008-09","19959830","FW08OK064"
"NRS_OR-10480","2008-09","23785691","FW08OR016"
"NRS_OR-10483","2008-09","23886302","FW08OR019"
"NRS_OR-10485","2008-09","23685656","FW08OR021"
"NRS_OK-10101","2008-09","536159","FW08OK099"
"NRS_OR-10015","2008-09","24026308","FW08OR003"
"NRS_OR-10133","2008-09","23659640","FW08OR002"
"NRS_OR-10138","2008-09","24224945","FW08OR008"
"NRS_OR-10202","2008-09","24207875","FW08OR005"
"NRS_OR-10205","2008-09","24528218","FW08OR001"
"NRS_OR-10306","2008-09","23876833","FW08OR009"
"NRS_OR-10312","2008-09","23889622","FW08OR006"
"NRS_OR-10359","2008-09","23824881","FW08OR004"
"NRS_OR-10474","2008-09","23894328","FW08OR010"
"NRS_OR-10475","2008-09","23889554","FW08OR011"
"NRS_OR-10476","2008-09","23735817","FW08OR012"
"NRS_OR-10486","2008-09","23893976","FW08OR022"
"NRS_OR-10487","2008-09","23737725","FW08OR023"
"NRS_OR-10489","2008-09","24219761","FW08OR025"
"NRS_OR-10490","2008-09","23713960","FW08OR026"
"NRS_OR-10491","2008-09","23763423","FW08OR027"
"NRS_OR-10492","2008-09","23804938","FW08OR028"
"NRS_OR-10494","2008-09","24084416","FW08OR030"
"NRS_OR-10497","2008-09","24143410","FW08OR033"
"NRS_OR-10499","2008-09","23880848","FW08OR035"
"NRS_OR-10501","2008-09","23685514","FW08OR037"
"NRS_OR-10505","2008-09","24223737","FW08OR041"
"NRS_OR-10507","2008-09","23760158","FW08OR043"
"NRS_OR-10508","2008-09","23780491","FW08OR044"
"NRS_OR-10509","2008-09","23671143","FW08OR045"
"NRS_OR-10510","2008-09","24084324","FW08OR046"
"NRS_OR-10511","2008-09","22226410","FW08OR047"
"NRS_OR-10513","2008-09","24541699","FW08OR049"
"NRS_OR-10514","2008-09","23902339","FW08OR050"
"NRS_OR-10515","2008-09","23763329","FW08OR051"
"NRS_OR-10516","2008-09","24208825","FW08OR052"
"NRS_OR-10518","2008-09","23940179","FW08OR054"
"NRS_OR-10519","2008-09","23815284","FW08OR055"
"NRS_OR-10520","2008-09","23824671","FW08OR056"
"NRS_OR-10478","2008-09","23773217","FW08OR014"
"NRS_OR-10479","2008-09","947100116","FW08OR015"
"NRS_OR-10530","2008-09","23915551","FW08OR066"
"NRS_OR-10533","2008-09","23671695","FW08OR069"
"NRS_OR-10535","2008-09","23815040","FW08OR071"
"NRS_OR-10537","2008-09","23700493","FW08OR074"
"NRS_PA-10009","2008-09","4736927","FW08PA012"
"NRS_PA-10016","2008-09","9054929","FW08PA007"
"NRS_PA-10019","2008-09","10926555","FW08PA009"
"NRS_PA-10020","2008-09","8112389","FW08PA010"
"NRS_PA-10022","2008-09","8088885","FW08PA001"
"NRS_OR-10521","2008-09","23442287","FW08OR057"
"NRS_OR-10522","2008-09","23772873","FW08OR058"
"NRS_OR-10523","2008-09","24526820","FW08OR059"
"NRS_OR-10524","2008-09","23780461","FW08OR060"
"NRS_OR-10525","2008-09","23681167","FW08OR061"
"NRS_OR-10528","2008-09","24219829","FW08OR064"
"NRS_OR-10529","2008-09","24013535","FW08OR065"
"NRS_PA-10044","2008-09","10222090","FW08PA016"
"NRS_PA-10045","2008-09","8111939","FW08PA017"
"NRS_PA-10046","2008-09","4725099","FW08PA018"
"NRS_PA-10047","2008-09","4521270","FW08PA019"
"NRS_PA-10048","2008-09","19464184","FW08PA020"
"NRS_PA-10027","2008-09","3787311","FW08PA003"
"NRS_PA-10031","2008-09","4780787","FW08PA006"
"NRS_PA-10034","2008-09","2604777","FW08PA005"
"NRS_PA-10040","2008-09","8125623","FW08PA002"
"NRS_PA-10041","2008-09","2739366","FW08PA013"
"NRS_PA-10042","2008-09","4782173","FW08PA014"
"NRS_PA-10043","2008-09","6874903","FW08PA015"
"NRS_PA-10063","2008-09","8153841","FW08PA035"
"NRS_PA-10064","2008-09","12999350","FW08PA036"
"NRS_PA-10065","2008-09","4197434","FW08PA037"
"NRS_PA-10066","2008-09","4682870","FW08PA038"
"NRS_PA-10067","2008-09","8145208","FW08PA039"
"NRS_PA-10049","2008-09","8103751","FW08PA021"
"NRS_PA-10050","2008-09","4673083","FW08PA022"
"NRS_PA-10051","2008-09","8145244","FW08PA023"
"NRS_PA-10052","2008-09","10924259","FW08PA024"
"NRS_PA-10053","2008-09","8144108","FW08PA025"
"NRS_PA-10054","2008-09","8127337","FW08PA026"
"NRS_PA-10055","2008-09","8448244","FW08PA027"
"NRS_PA-10057","2008-09","2600155","FW08PA029"
"NRS_PA-10058","2008-09","4782503","FW08PA030"
"NRS_PA-10059","2008-09","6873479","FW08PA031"
"NRS_PA-10062","2008-09","4581730","FW08PA034"
"NRS_RI-10024","2008-09","6141104","FW08RI008"
"NRS_RI-10025","2008-09","6129683","FW08RI009"
"NRS_RI-10026","2008-09","6118882","FW08RI010"
"NRS_RI-10027","2008-09","6140918","FW08RI011"
"NRS_RI-10028","2008-09","6128589","FW08RI012"
"NRS_RI-10029","2008-09","6128891","FW08RI013"
"NRS_RI-10032","2008-09","6140116","FW08RI016"
"NRS_RI-10033","2008-09","6128613","FW08RI017"
"NRS_SC-10006","2008-09","6268432","FW08SC001"
"NRS_SC-10024","2008-09","166739856","FW08SC002"
"NRS_SC-10025","2008-09","9179728","FW08SC003"
"NRS_SC-10026","2008-09","9718795","FW08SC004"
"NRS_PA-10068","2008-09","11049384","FW08PA044"
"NRS_PA-10069","2008-09","4185971","FW08PA046"
"NRS_PA-10070","2008-09","6875071","FW08PA047"
"NRS_PA-10071","2008-09","8088637","FW08PA053"
"NRS_PA-10073","2008-09","4150388","FW08PA061"
"NRS_PA-10074","2008-09","4689735","FW08PA066"
"NRS_RI-10017","2008-09","5881749","FW08RI001"
"NRS_RI-10019","2008-09","6128415","FW08RI003"
"NRS_RI-10020","2008-09","6140944","FW08RI004"
"NRS_RI-10021","2008-09","6129685","FW08RI005"
"NRS_RI-10022","2008-09","6118820","FW08RI006"
"NRS_SC-10027","2008-09","9691126","FW08SC005"
"NRS_SC-10028","2008-09","9095316","FW08SC006"
"NRS_SC-10029","2008-09","9175018","FW08SC007"
"NRS_SC-10030","2008-09","9736242","FW08SC008"
"NRS_SD-10012","2008-09","11550378","FW08SD005"
"NRS_SD-10015","2008-09","11252046","FW08SD006"
"NRS_SD-10020","2008-09","16096497","FW08SD019"
"NRS_SD-10024","2008-09","21831539","FW08SD016"
"NRS_SD-10039","2008-09","16074364","FW08SD009"
"NRS_SD-10046","2008-09","5453070","FW08SD011"
"NRS_SD-10059","2008-09","16097365","FW08SD012"
"NRS_RI-10023","2008-09","6140918","FW08RI007"
"NRS_SC-10032","2008-09","9117144","FW08SC010"
"NRS_SC-10033","2008-09","11750627","FW08SC011"
"NRS_SC-10034","2008-09","9725515","FW08SC012"
"NRS_SC-10035","2008-09","9867726","FW08SC013"
"NRS_SC-10036","2008-09","9071892","FW08SC014"
"NRS_SC-10037","2008-09","22720709","FW08SC015"
"NRS_SC-10038","2008-09","10553504","FW08SC016"
"NRS_SC-10040","2008-09","9661932","FW08SC018"
"NRS_SC-10041","2008-09","9173814","FW08SC019"
"NRS_SC-10042","2008-09","9707944","FW08SC020"
"NRS_SD-10069","2008-09","12714092","FW08SD001"
"NRS_SD-10080","2008-09","5457574","FW08SD017"
"NRS_SD-10081","2008-09","21832875","FW08SD022"
"NRS_SD-10082","2008-09","11547252","FW08SD020"
"NRS_SD-10104","2008-09","16071540","FW08SD004"
"NRS_SD-10110","2008-09","16156778","FW08SD015"
"NRS_SD-10111","2008-09","16160118","FW08SD014"
"NRS_SD-10112","2008-09","16129753","FW08SD018"
"NRS_SD-10142","2008-09","21831213","FW08SD010"
"NRS_SD-10286","2008-09","940130676","FW08SD023"
"NRS_SD-10288","2008-09","14396444","FW08SD025"
"NRS_SD-10289","2008-09","16015874","FW08SD026"
"NRS_SC-10043","2008-09","9869430","FW08SC021"
"NRS_SC-10044","2008-09","10537804","FW08SC022"
"NRS_SC-10045","2008-09","9175110","FW08SC023"
"NRS_SC-10046","2008-09","9734096","FW08SC024"
"NRS_SC-10047","2008-09","9073938","FW08SC026"
"NRS_SC-10049","2008-09","933040028","FW08SC030"
"NRS_SD-10002","2008-09","5458404","FW08SD021"
"NRS_SD-10306","2008-09","16187292","FW08SD043"
"NRS_SD-10309","2008-09","14399396","FW08SD046"
"NRS_SD-10312","2008-09","4084278","FW08SD049"
"NRS_SD-10313","2008-09","11513217","FW08SD050"
"NRS_SD-10314","2008-09","14539412","FW08SD051"
"NRS_SD-10290","2008-09","21831311","FW08SD027"
"NRS_SD-10292","2008-09","12556972","FW08SD029"
"NRS_SD-10294","2008-09","16126231","FW08SD031"
"NRS_SD-10295","2008-09","14536022","FW08SD032"
"NRS_SD-10297","2008-09","9554777","FW08SD034"
"NRS_SD-10298","2008-09","14375983","FW08SD035"
"NRS_SD-10299","2008-09","5454284","FW08SD036"
"NRS_SD-10300","2008-09","11549330","FW08SD037"
"NRS_SD-10301","2008-09","16076090","FW08SD038"
"NRS_SD-10302","2008-09","14492810","FW08SD039"
"NRS_SD-10303","2008-09","11258592","FW08SD040"
"NRS_SD-10315","2008-09","5459476","FW08SD052"
"NRS_SD-10317","2008-09","16073476","FW08SD054"
"NRS_SD-10319","2008-09","9790364","FW08SD056"
"NRS_SD-10320","2008-09","12583589","FW08SD057"
"NRS_SD-10321","2008-09","16095563","FW08SD058"
"NRS_SD-10323","2008-09","16175464","FW08SD060"
"NRS_SD-10324","2008-09","11530735","FW08SD061"
"NRS_SD-10326","2008-09","14376633","FW08SD063"
"NRS_SD-10328","2008-09","11550502","FW08SD065"
"NRS_SD-10330","2008-09","14539106","FW08SD067"
"NRS_SD-10333","2008-09","20180467","FW08SD070"
"NRS_TN-10006","2008-09","11883580","FW08TN005"
"NRS_SD-10304","2008-09","14552817","FW08SD041"
"NRS_SD-10305","2008-09","25144733","FW08SD042"
"NRS_SD-10334","2008-09","21832339","FW08SD071"
"NRS_SD-10335","2008-09","21849733","FW08SD072"
"NRS_SD-10338","2008-09","16130343","FW08SD075"
"NRS_SD-10341","2008-09","9555769","FW08SD078"
"NRS_SD-10347","2008-09","14399470","FW08SD084"
"NRS_SD-10348","2008-09","7222166","FW08SD085"
"NRS_SD-10352","2008-09","14398448","FW08SD089"
"NRS_SD-10354","2008-09","21851495","FW08SD091"
"NRS_SD-10355","2008-09","21849911","FW08SD092"
"NRS_SD-10357","2008-09","940120175","FW08SD094"
"NRS_SD-10358","2008-09","16126465","FW08SD095"
"NRS_SD-10360","2008-09","9376726","FW08SD097"
"NRS_SD-10361","2008-09","9554991","FW08SD098"
"NRS_SD-10362","2008-09","17533401","FW08SD100"
"NRS_SD-10363","2008-09","5457942","FW08SD105"
"NRS_SD-10369","2008-09","11547314","FW08SD165"
"NRS_TN-10065","2008-09","18408586","FW08TN018"
"NRS_TN-10066","2008-09","22143538","FW08TN019"
"NRS_TN-10071","2008-09","19594674","FW08TN024"
"NRS_TN-10072","2008-09","19503026","FW08TN025"
"NRS_TN-10074","2008-09","22144762","FW08TN027"
"NRS_TN-10009","2008-09","19754221","FW08TN004"
"NRS_TN-10025","2008-09","22540320","FW08TN003"
"NRS_TN-10036","2008-09","14643159","FW08TN002"
"NRS_TN-10053","2008-09","19752219","FW08TN006"
"NRS_TN-10054","2008-09","19722605","FW08TN007"
"NRS_TN-10056","2008-09","7485744","FW08TN009"
"NRS_TN-10057","2008-09","3577878","FW08TN010"
"NRS_TN-10058","2008-09","22144680","FW08TN011"
"NRS_TN-10059","2008-09","19696533","FW08TN012"
"NRS_TN-10060","2008-09","19516944","FW08TN013"
"NRS_TN-10061","2008-09","22132893","FW08TN014"
"NRS_TN-10075","2008-09","14239406","FW08TN028"
"NRS_TN-10076","2008-09","19516176","FW08TN029"
"NRS_TN-10077","2008-09","19531274","FW08TN030"
"NRS_TN-10078","2008-09","19484892","FW08TN031"
"NRS_TN-10079","2008-09","14079922","FW08TN032"
"NRS_TN-10080","2008-09","7485682","FW08TN033"
"NRS_TN-10082","2008-09","22540552","FW08TN035"
"NRS_TN-10084","2008-09","14207036","FW08TN037"
"NRS_TN-10086","2008-09","22134241","FW08TN039"
"NRS_TN-10087","2008-09","19606829","FW08TN040"
