"UNIQUE_ID","DSGN_CYCLE","COMID","SITE_ID"
"NRS_WA-10129","2000-04","23081430","WWAP99-0630"
"NRS_WA-10131","2000-04","23081648","WWAP99-0632"
"NRS_WA-10132","2000-04","23081340","WWAP99-0633"
"NRS_WA-10134","2000-04","23081074","WWAP99-0635"
"NRS_WA-10135","2000-04","24274447","WWAP99-0636"
"NRS_WA-10136","2000-04","23744416","WWAP99-0637"
"NRS_WA-10138","2000-04","23838760","WWAP99-0639"
"NRS_WA-10113","2000-04","23081572","WWAP99-0614"
"NRS_WA-10116","2000-04","23083032","WWAP99-0617"
"NRS_WA-10117","2000-04","23081046","WWAP99-0618"
"NRS_WA-10121","2000-04","23081918","WWAP99-0622"
"NRS_WA-10198","2000-04","23021802","WWAP99-0722"
"NRS_WA-10205","2000-04","23080978","WWAP99-0729"
"NRS_WA-10206","2000-04","23081454","WWAP99-0730"
"NRS_WA-10208","2000-04","23082324","WWAP99-0732"
"NRS_WA-10209","2000-04","23081276","WWAP99-0733"
"NRS_WA-10211","2000-04","23080812","WWAP99-0735"
"NRS_WA-10212","2000-04","23080960","WWAP99-0736"
"NRS_WA-10139","2000-04","24227981","WWAP99-0640"
"NRS_WA-10140","2000-04","23100930","WWAP99-0641"
"NRS_WA-10141","2000-04","24424389","WWAP99-0642"
"NRS_WA-10152","2000-04","24242137","WWAP99-0676"
"NRS_WA-10153","2000-04","23744280","WWAP99-0677"
"NRS_WA-10157","2000-04","23639762","WWAP99-0681"
"NRS_WA-10158","2000-04","23081338","WWAP99-0682"
"NRS_WA-10164","2000-04","23074337","WWAP99-0688"
"NRS_WA-10165","2000-04","23857305","WWAP99-0689"
"NRS_WA-10168","2000-04","24534886","WWAP99-0692"
"NRS_WA-10171","2000-04","23081536","WWAP99-0695"
"NRS_WA-10241","2000-04","23083316","WWAP99-0765"
"NRS_WA-10242","2000-04","23082332","WWAP99-0766"
"NRS_WA-10244","2000-04","23081322","WWAP99-0768"
"NRS_WA-10246","2000-04","23081548","WWAP99-0770"
"NRS_WA-10248","2000-04","23081060","WWAP99-0772"
"NRS_WA-10252","2000-04","23083236","WWAP99-0776"
"NRS_WA-10253","2000-04","23081114","WWAP99-0777"
"NRS_WA-10254","2000-04","23080600","WWAP99-0778"
"NRS_WA-10256","2000-04","23081872","WWAP99-0780"
"NRS_WY-10001","2000-04","12795575","WWYP99-0501"
"NRS_WY-10004","2000-04","7899503","WWYP99-0504"
"NRS_WA-10173","2000-04","23082478","WWAP99-0697"
"NRS_WA-10176","2000-04","23081456","WWAP99-0700"
"NRS_WA-10177","2000-04","23081068","WWAP99-0701"
"NRS_WA-10178","2000-04","23082322","WWAP99-0702"
"NRS_WA-10180","2000-04","23081816","WWAP99-0704"
"NRS_WA-10181","2000-04","23081858","WWAP99-0705"
"NRS_WA-10182","2000-04","23081628","WWAP99-0706"
"NRS_WA-10188","2000-04","23970629","WWAP99-0712"
"NRS_WA-10189","2000-04","24264997","WWAP99-0713"
"NRS_WA-10190","2000-04","24282074","WWAP99-0714"
"NRS_WA-10192","2000-04","23845449","WWAP99-0716"
"NRS_WY-10006","2000-04","12829372","WWYP99-0506"
"NRS_WY-10008","2000-04","10036182","WWYP99-0508"
"NRS_WY-10009","2000-04","22107061","WWYP99-0509"
"NRS_WY-10011","2000-04","18348657","WWYP99-0511"
"NRS_WY-10013","2000-04","4269430","WWYP99-0513"
"NRS_WY-10015","2000-04","15976224","WWYP99-0515"
"NRS_WY-10016","2000-04","3266040","WWYP99-0516"
"NRS_WY-10024","2000-04","5365599","WWYP99-0524"
"NRS_WY-10025","2000-04","12842094","WWYP99-0525"
"NRS_WY-10026","2000-04","12794933","WWYP99-0526"
"NRS_WY-10030","2000-04","5380432","WWYP99-0530"
"NRS_WY-10031","2000-04","9587898","WWYP99-0531"
"NRS_WY-10033","2000-04","2964254","WWYP99-0533"
"NRS_WY-10035","2000-04","12888127","WWYP99-0535"
"NRS_WY-10037","2000-04","12792773","WWYP99-0537"
"NRS_WY-10038","2000-04","12812619","WWYP99-0538"
"NRS_WY-10040","2000-04","12870137","WWYP99-0540"
"NRS_WY-10053","2000-04","12794019","WWYP99-0553"
"NRS_WY-10056","2000-04","18353277","WWYP99-0556"
"NRS_WY-10082","2000-04","5336903","WWYP99-0582"
"NRS_WY-10085","2000-04","24469910","WWYP99-0585"
"NRS_WY-10086","2000-04","12887971","WWYP99-0586"
"NRS_WA-10195","2000-04","23982189","WWAP99-0719"
"NRS_WA-10196","2000-04","23865072","WWAP99-0720"
"NRS_WA-10197","2000-04","23032962","WWAP99-0721"
"NRS_WY-10152","2000-04","5478997","WWYP99-0652"
"NRS_WY-10153","2000-04","17495565","WWYP99-0653"
"NRS_WY-10155","2000-04","3191986","WWYP99-0655"
"NRS_WY-10156","2000-04","12900300","WWYP99-0656"
"NRS_WY-10157","2000-04","18328922","WWYP99-0657"
"NRS_WY-10159","2000-04","12801538","WWYP99-0659"
"NRS_WY-10160","2000-04","17481991","WWYP99-0660"
"NRS_WY-10161","2000-04","22093859","WWYP99-0661"
"NRS_WY-10087","2000-04","12830684","WWYP99-0587"
"NRS_WY-10089","2000-04","18275757","WWYP99-0589"
"NRS_WY-10090","2000-04","22106559","WWYP99-0590"
"NRS_WY-10091","2000-04","24432299","WWYP99-0591"
"NRS_WY-10092","2000-04","24432351","WWYP99-0592"
"NRS_WY-10094","2000-04","4269816","WWYP99-0594"
"NRS_WY-10098","2000-04","12889889","WWYP99-0598"
"NRS_WY-10099","2000-04","12830934","WWYP99-0599"
"NRS_WY-10100","2000-04","12828900","WWYP99-0600"
"NRS_WY-10103","2000-04","12813025","WWYP99-0603"
"NRS_WY-10104","2000-04","12868037","WWYP99-0604"
"NRS_WY-10162","2000-04","23123703","WWYP99-0662"
"NRS_WY-10165","2000-04","10900323","WWYP99-0665"
"NRS_WY-10169","2000-04","12882722","WWYP99-0669"
"NRS_WY-10170","2000-04","5358818","WWYP99-0670"
"NRS_WY-10171","2000-04","10902785","WWYP99-0671"
"NRS_WY-10207","2000-04","15984679","WWYP99-0707"
"NRS_WY-10208","2000-04","15968351","WWYP99-0708"
"NRS_WY-10210","2000-04","23131434","WWYP99-0710"
"NRS_WY-10213","2000-04","3199090","WWYP99-0713"
"NRS_WY-10215","2000-04","12817749","WWYP99-0715"
"NRS_WY-10216","2000-04","18347987","WWYP99-0716"
"NRS_WY-10105","2000-04","5372669","WWYP99-0605"
"NRS_WY-10106","2000-04","10902271","WWYP99-0606"
"NRS_WY-10107","2000-04","12787608","WWYP99-0607"
"NRS_WY-10108","2000-04","2964352","WWYP99-0608"
"NRS_WY-10109","2000-04","12842326","WWYP99-0609"
"NRS_WY-10110","2000-04","12883298","WWYP99-0610"
"NRS_WY-10112","2000-04","4269022","WWYP99-0612"
"NRS_WY-10113","2000-04","3414090","WWYP99-0613"
"NRS_WY-10114","2000-04","15975204","WWYP99-0614"
"NRS_WY-10115","2000-04","7899347","WWYP99-0615"
"NRS_WY-10116","2000-04","24432481","WWYP99-0616"
"NRS_WY-10151","2000-04","18346893","WWYP99-0651"
"NRS_AZ-10385","2000-04","21327929","WAZP04-RBON1"
"NRS_AZ-10386","2000-04","15895564","WAZP04-RCIE1"
"NRS_AZ-10387","2000-04","22438418","WAZP04-RCYN1"
"NRS_AZ-10388","2000-04","21745649","WAZP04-RECL1"
"NRS_AZ-10389","2000-04","21397197","WAZP04-RFRA1"
"NRS_AZ-10390","2000-04","20585164","WAZP04-RLCR1"
"NRS_AZ-10391","2000-04","21762444","WAZP04-RMIN1"
"NRS_AZ-10392","2000-04","20436570","WAZP04-RPIN1"
"NRS_AZ-10393","2000-04","15937217","WAZP04-RRAM1"
"NRS_AZ-10394","2000-04","15919507","WAZP04-RRED1"
"NRS_AZ-10395","2000-04","20414616","WAZP04-RSYD1"
"NRS_AZ-10396","2000-04","21402007","WAZP04-RTRT1"
"NRS_AZ-10397","2000-04","20451324","WAZP04-RVER1"
"NRS_AZ-10398","2000-04","20435258","WAZP04-RWCC3"
"NRS_AZ-10399","2000-04","22440718","WAZP04-RWRK1"
"NRS_AZ-10400","2000-04","21321687","EPA01-0209"
"NRS_AZ-10401","2000-04","21355585","EPA01-0210"
"NRS_AZ-10402","2000-04","21351807","EPA01-0212"
"NRS_AZ-10403","2000-04","20585396","EPA01-0214"
"NRS_AZ-10404","2000-04","20587036","EPA01-0215"
"NRS_AZ-10405","2000-04","21309131","EPA01-0302"
"NRS_WY-10217","2000-04","12830296","WWYP99-0717"
"NRS_WY-10219","2000-04","17483101","WWYP99-0719"
"NRS_WY-10220","2000-04","17483639","WWYP99-0720"
"NRS_WY-10221","2000-04","2964666","WWYP99-0721"
"NRS_WY-10222","2000-04","18300806","WWYP99-0722"
"NRS_AZ-10408","2000-04","15915635","EPA01-0306"
"NRS_AZ-10409","2000-04","22440708","EPA01-0308"
"NRS_AZ-10410","2000-04","22439222","EPA01-0314"
"NRS_AZ-10411","2000-04","22429962","EPA01-0315"
"NRS_AZ-10412","2000-04","20586724","EPA01-0213"
"NRS_AZ-10413","2000-04","1408989","EPA01-0218"
"NRS_AZ-10406","2000-04","15932597","EPA01-0303"
"NRS_AZ-10407","2000-04","21331123","EPA01-0305"
"NRS_CA-10551","2000-04","8294159","WCAP99-R022"
"NRS_CA-10552","2000-04","22226750","WCAP99-R026"
"NRS_CA-10553","2000-04","22226788","WCAP99-R029"
"NRS_CA-10554","2000-04","22227610","WCAP99-R030"
"NRS_CA-10555","2000-04","2706761","WCAP99-R036"
"NRS_CA-10556","2000-04","8241296","WCAP99-R037"
"NRS_CA-10557","2000-04","8287544","WCAP99-R046"
"NRS_CA-10558","2000-04","8287590","WCAP99-R047"
"NRS_CA-10559","2000-04","8257777","WCAP99-R052"
"NRS_AZ-10414","2000-04","1409323","EPA01-0219"
"NRS_AZ-10415","2000-04","20545670","EPA01-0221"
"NRS_AZ-10416","2000-04","21263965","EPA01-0301"
"NRS_AZ-10417","2000-04","15919741","EPA01-0304"
"NRS_AZ-10418","2000-04","15918671","EPA01-0307"
"NRS_AZ-10419","2000-04","20435194","EPA01-0310"
"NRS_AZ-10420","2000-04","20451326","EPA01-0312"
"NRS_AZ-10421","2000-04","20454582","EPA01-0313"
"NRS_CA-10529","2000-04","7929215","WCAP03-R123"
"NRS_CA-10530","2000-04","8308468","WCAP03-R159"
"NRS_CA-10531","2000-04","14917715","WCAP03-R208"
"NRS_CA-10560","2000-04","8242250","WCAP99-R062"
"NRS_CA-10561","2000-04","8284864","WCAP99-R077"
"NRS_CA-10562","2000-04","2544661","WCAP99-R078"
"NRS_CA-10563","2000-04","8285238","WCAP99-R080"
"NRS_CA-10564","2000-04","2663889","WCAP99-R082"
"NRS_CA-10565","2000-04","2664327","WCAP99-R086"
"NRS_CA-10566","2000-04","2664973","WCAP99-R088"
"NRS_CA-10567","2000-04","8315545","WCAP99-R092"
"NRS_CA-10568","2000-04","2705443","WCAP99-R098"
"NRS_CA-10569","2000-04","8270945","WCAP99-R118"
"NRS_CA-10570","2000-04","8922479","EPA01-0514"
"NRS_CA-10571","2000-04","8922813","EPA01-0515"
"NRS_CA-10572","2000-04","8924919","EPA01-0516"
"NRS_CA-10573","2000-04","23936145","EPA01-S216"
"NRS_CA-10574","2000-04","23936943","EPA01-S443"
"NRS_CA-10575","2000-04","8308998","R5BIO-001"
"NRS_CA-10576","2000-04","8305452","R5BIO-002"
"NRS_CA-10577","2000-04","8305416","R5BIO-003"
"NRS_CA-10578","2000-04","8305354","R5BIO-004"
"NRS_CA-10579","2000-04","8305428","R5BIO-005"
"NRS_CA-10580","2000-04","8308096","R5BIO-006"
"NRS_CA-10581","2000-04","8308190","R5BIO-007"
"NRS_CA-10582","2000-04","8309034","R5BIO-008"
"NRS_CA-10532","2000-04","346279","WCAP03-R219"
"NRS_CA-10533","2000-04","17059032","WCAP03-R222"
"NRS_CA-10534","2000-04","14917925","WCAP03-R224"
"NRS_CA-10535","2000-04","14922771","WCAP03-R225"
"NRS_CA-10536","2000-04","21609171","WCAP03-R236"
"NRS_CA-10537","2000-04","17082155","WCAP03-R237"
"NRS_CA-10538","2000-04","20274287","WCAP03-R242"
"NRS_CA-10539","2000-04","19858464","WCAP03-R244"
"NRS_CA-10540","2000-04","20265507","WCAP03-R245"
"NRS_CA-10541","2000-04","20267041","WCAP03-R246"
"NRS_CA-10542","2000-04","22522773","WCAP03-R318"
"NRS_CA-10583","2000-04","8242232","R5BIO-009"
"NRS_CA-10584","2000-04","8243440","R5BIO-010"
"NRS_CA-10585","2000-04","17053540","R5BIO-011"
"NRS_CA-10586","2000-04","14982536","R5BIO-012"
"NRS_CA-10587","2000-04","14982306","R5BIO-013"
"NRS_CA-10588","2000-04","17052992","R5BIO-014"
"NRS_CA-10589","2000-04","8944559","R5BIO-015"
"NRS_CA-10590","2000-04","8944519","R5BIO-019"
"NRS_CA-10591","2000-04","8944519","R5BIO-020"
"NRS_CA-10592","2000-04","8941743","R5BIO-022"
"NRS_CA-10593","2000-04","8943615","R5BIO-023"
"NRS_CA-10543","2000-04","8188811","WCAP03-R325"
"NRS_CA-10544","2000-04","17585796","WCAP99-R001"
"NRS_CA-10545","2000-04","8305416","WCAP99-R003"
"NRS_CA-10546","2000-04","8308096","WCAP99-R008"
"NRS_CA-10547","2000-04","8243440","WCAP99-R011"
"NRS_CA-10548","2000-04","8235160","WCAP99-R012"
"NRS_CA-10549","2000-04","8236316","WCAP99-R014"
"NRS_CA-10550","2000-04","8234604","WCAP99-R016"
"NRS_CA-10624","2000-04","8020610","R5BIO-113"
"NRS_CA-10625","2000-04","8020498","R5BIO-114"
"NRS_CA-10626","2000-04","2772712","R5BIO-115"
"NRS_CA-10627","2000-04","8021380","R5BIO-116"
"NRS_CA-10594","2000-04","8943969","R5BIO-024"
"NRS_CA-10595","2000-04","8941661","R5BIO-025"
"NRS_CA-10596","2000-04","8942497","R5BIO-026"
"NRS_CA-10597","2000-04","8944545","R5BIO-027"
"NRS_CA-10598","2000-04","8941693","R5BIO-028"
"NRS_CA-10599","2000-04","8944533","R5BIO-031"
"NRS_CA-10600","2000-04","344103","R5BIO-032"
"NRS_CA-10601","2000-04","343481","R5BIO-033"
"NRS_CA-10602","2000-04","17074635","R5BIO-034"
"NRS_CA-10603","2000-04","7960919","R5BIO-035"
"NRS_CA-10604","2000-04","948020898","R5BIO-036"
"NRS_CA-10605","2000-04","346305","R5BIO-038"
"NRS_CA-10628","2000-04","7930205","R5BIO-117"
"NRS_CA-10629","2000-04","7918017","R5BIO-119"
"NRS_CA-10630","2000-04","7930225","R5BIO-121"
"NRS_CA-10631","2000-04","7930149","R5BIO-122"
"NRS_CA-10632","2000-04","7929215","R5BIO-123"
"NRS_CA-10633","2000-04","7930055","R5BIO-124"
"NRS_CA-10634","2000-04","8058251","R5BIO-127"
"NRS_CA-10635","2000-04","8058173","R5BIO-128"
"NRS_CA-10636","2000-04","8058075","R5BIO-129"
"NRS_CA-10637","2000-04","8933524","R5BIO-130"
"NRS_CA-10638","2000-04","14992727","R5BIO-131"
"NRS_CA-10606","2000-04","8235162","R5BIO-039"
"NRS_CA-10607","2000-04","8236580","R5BIO-040"
"NRS_CA-10608","2000-04","2557751","R5BIO-041"
"NRS_CA-10609","2000-04","2557039","R5BIO-042"
"NRS_CA-10610","2000-04","8236322","R5BIO-043"
"NRS_CA-10611","2000-04","8235160","R5BIO-044"
"NRS_CA-10612","2000-04","8234604","R5BIO-045"
"NRS_CA-10613","2000-04","7925095","R5BIO-046"
"NRS_CA-10614","2000-04","7925033","R5BIO-047"
"NRS_CA-10615","2000-04","7928665","R5BIO-048"
"NRS_CA-10616","2000-04","7960907","R5BIO-049"
"NRS_CA-10639","2000-04","20291253","R5BIO-133"
"NRS_CA-10640","2000-04","20291239","R5BIO-134"
"NRS_CA-10641","2000-04","14983378","R5BIO-135"
"NRS_CA-10642","2000-04","14981576","R5BIO-136"
"NRS_CA-10643","2000-04","14981744","R5BIO-137"
"NRS_CA-10644","2000-04","2772588","R5BIO-139"
"NRS_CA-10645","2000-04","8027050","R5BIO-140"
"NRS_CA-10646","2000-04","8057997","R5BIO-141"
"NRS_CA-10647","2000-04","8039333","R5BIO-142"
"NRS_CA-10648","2000-04","2764526","R5BIO-144"
"NRS_CA-10649","2000-04","2765948","R5BIO-145"
"NRS_CA-10650","2000-04","8020764","R5BIO-146"
"NRS_CA-10617","2000-04","2773146","R5BIO-105"
"NRS_CA-10618","2000-04","2773598","R5BIO-106"
"NRS_CA-10619","2000-04","8036963","R5BIO-107"
"NRS_CA-10620","2000-04","8041805","R5BIO-108"
"NRS_CA-10621","2000-04","8040307","R5BIO-109"
"NRS_CA-10622","2000-04","8039745","R5BIO-110"
"NRS_CA-10623","2000-04","2772782","R5BIO-112"
"NRS_CA-10660","2000-04","8294159","R5BIO-161"
"NRS_CA-10661","2000-04","17099749","R5BIO-201"
"NRS_CA-10662","2000-04","17112885","R5BIO-202"
"NRS_CA-10663","2000-04","17113025","R5BIO-203"
"NRS_CA-10664","2000-04","21610533","R5BIO-204"
"NRS_CA-10665","2000-04","21610265","R5BIO-205"
"NRS_CA-10666","2000-04","21609783","R5BIO-206"
"NRS_CA-10667","2000-04","21610105","R5BIO-207"
"NRS_CA-10668","2000-04","14917715","R5BIO-208"
"NRS_CA-10669","2000-04","14917927","R5BIO-209"
"NRS_CA-10670","2000-04","14970909","R5BIO-210"
"NRS_CA-10671","2000-04","14971713","R5BIO-213"
"NRS_CA-10672","2000-04","14970699","R5BIO-214"
"NRS_CA-10673","2000-04","14946858","R5BIO-215"
"NRS_CA-10674","2000-04","346855","R5BIO-216"
"NRS_CA-10675","2000-04","17076301","R5BIO-217"
"NRS_CA-10651","2000-04","14992341","R5BIO-147"
"NRS_CA-10652","2000-04","14992105","R5BIO-148"
"NRS_CA-10653","2000-04","17058124","R5BIO-150"
"NRS_CA-10654","2000-04","2772562","R5BIO-151"
"NRS_CA-10655","2000-04","7954274","R5BIO-152"
"NRS_CA-10656","2000-04","7952774","R5BIO-153"
"NRS_CA-10657","2000-04","7994631","R5BIO-157"
"NRS_CA-10658","2000-04","8308598","R5BIO-158"
"NRS_CA-10659","2000-04","8308468","R5BIO-159"
"NRS_CA-10697","2000-04","20272509","R5BIO-241"
"NRS_CA-10698","2000-04","20274287","R5BIO-242"
"NRS_CA-10676","2000-04","346825","R5BIO-218"
"NRS_CA-10677","2000-04","346279","R5BIO-219"
"NRS_CA-10678","2000-04","347487","R5BIO-220"
"NRS_CA-10679","2000-04","17118243","R5BIO-221"
"NRS_CA-10680","2000-04","17059038","R5BIO-222"
"NRS_CA-10681","2000-04","347541","R5BIO-223"
"NRS_CA-10682","2000-04","14917925","R5BIO-224"
"NRS_CA-10683","2000-04","14922771","R5BIO-225"
"NRS_CA-10684","2000-04","14918241","R5BIO-226"
"NRS_CA-10685","2000-04","14917771","R5BIO-227"
"NRS_CA-10686","2000-04","22058895","R5BIO-228"
"NRS_CA-10687","2000-04","17078183","R5BIO-229"
"NRS_CA-10699","2000-04","20275047","R5BIO-243"
"NRS_CA-10700","2000-04","19858464","R5BIO-244"
"NRS_CA-10701","2000-04","20265507","R5BIO-245"
"NRS_CA-10702","2000-04","20267041","R5BIO-246"
"NRS_CA-10703","2000-04","14971663","R5BIO-248"
"NRS_CA-10704","2000-04","20329478","R5BIO-301"
"NRS_CA-10705","2000-04","22559686","R5BIO-304"
"NRS_CA-10706","2000-04","22555028","R5BIO-307"
"NRS_CA-10707","2000-04","22555088","R5BIO-308"
"NRS_CA-10708","2000-04","20350501","R5BIO-309"
"NRS_CA-10709","2000-04","22557786","R5BIO-311"
"NRS_CA-10688","2000-04","21610433","R5BIO-231"
"NRS_CA-10689","2000-04","21609379","R5BIO-232"
"NRS_CA-10690","2000-04","17081909","R5BIO-233"
"NRS_CA-10691","2000-04","17081739","R5BIO-235"
"NRS_CA-10692","2000-04","21609171","R5BIO-236"
"NRS_CA-10693","2000-04","17082155","R5BIO-237"
"NRS_CA-10694","2000-04","17112951","R5BIO-238"
"NRS_CA-10695","2000-04","17113015","R5BIO-239"
"NRS_CA-10696","2000-04","20272655","R5BIO-240"
"NRS_CA-10733","2000-04","4439616","R5BIO-416"
"NRS_CA-10734","2000-04","4439728","R5BIO-418"
"NRS_CA-10735","2000-04","2544513","R5BIO-419"
"NRS_CA-10736","2000-04","2545549","R5BIO-420"
"NRS_CA-10737","2000-04","4439208","R5BIO-423"
"NRS_CA-10738","2000-04","4439224","R5BIO-424"
"NRS_CA-10739","2000-04","8257711","R5BIO-425"
"NRS_CA-10740","2000-04","8259057","R5BIO-426"
"NRS_CA-10741","2000-04","8257397","R5BIO-427"
"NRS_CA-10742","2000-04","8257399","R5BIO-428"
"NRS_CA-10743","2000-04","8232336","R5BIO-429"
"NRS_CA-10744","2000-04","8232424","R5BIO-430"
"NRS_CA-10745","2000-04","8232448","R5BIO-431"
"NRS_CA-10746","2000-04","8242392","R5BIO-432"
"NRS_CA-10710","2000-04","22591881","R5BIO-313"
"NRS_CA-10711","2000-04","22591043","R5BIO-314"
"NRS_CA-10712","2000-04","22524611","R5BIO-315"
"NRS_CA-10713","2000-04","22524653","R5BIO-316"
"NRS_CA-10714","2000-04","22522807","R5BIO-317"
"NRS_CA-10715","2000-04","22522723","R5BIO-318"
"NRS_CA-10716","2000-04","22522795","R5BIO-319"
"NRS_CA-10717","2000-04","17568111","R5BIO-320"
"NRS_CA-10718","2000-04","17637988","R5BIO-321"
"NRS_CA-10719","2000-04","17569207","R5BIO-322"
"NRS_CA-10720","2000-04","17585756","R5BIO-323"
"NRS_CA-10721","2000-04","8190141","R5BIO-324"
"NRS_CA-10747","2000-04","8242250","R5BIO-433"
"NRS_CA-10748","2000-04","20332896","R5BIO-6466"
"NRS_CA-10749","2000-04","20325019","R5BIO-6468"
"NRS_CA-10750","2000-04","22561262","R5BIO-6470"
"NRS_CA-10751","2000-04","22561262","R5BIO-6472"
"NRS_CA-10752","2000-04","20325111","R5BIO-6474"
"NRS_CA-10753","2000-04","20324987","R5BIO-6476"
"NRS_CA-10754","2000-04","20325295","R5BIO-6478"
"NRS_CA-10755","2000-04","20351601","R5BIO-6480"
"NRS_CA-10756","2000-04","20325113","R5BIO-6482"
"NRS_CA-10757","2000-04","20325141","R5BIO-6484"
"NRS_CA-10722","2000-04","8188811","R5BIO-325"
"NRS_CA-10723","2000-04","8203489","R5BIO-326"
"NRS_CA-10724","2000-04","17626441","R5BIO-327"
"NRS_CA-10725","2000-04","22227560","R5BIO-401"
"NRS_CA-10726","2000-04","22226750","R5BIO-403"
"NRS_CA-10727","2000-04","22227592","R5BIO-404"
"NRS_CA-10728","2000-04","22226836","R5BIO-405"
"NRS_CA-10729","2000-04","22228040","R5BIO-410"
"NRS_CA-10730","2000-04","4439890","R5BIO-411"
"NRS_CA-10731","2000-04","2706761","R5BIO-412"
"NRS_CA-10732","2000-04","4439740","R5BIO-415"
"NRS_CA-10758","2000-04","20324989","R5BIO-6486"
"NRS_CA-10759","2000-04","22548429","R5BIO-6488"
"NRS_CA-10760","2000-04","20332676","R5BIO-6490"
"NRS_CA-10761","2000-04","20325349","R5BIO-6492"
"NRS_CA-10762","2000-04","20348207","R5BIO-6494"
"NRS_CA-10763","2000-04","20348657","R5BIO-6496"
"NRS_CA-10764","2000-04","22548509","R5BIO-6498"
"NRS_CA-10765","2000-04","20350737","R5BIO-6500"
"NRS_CA-10766","2000-04","20325127","R5BIO-6502"
"NRS_CA-10767","2000-04","20330890","R5BIO-6504"
"NRS_CA-10768","2000-04","20325057","R5BIO-6508"
"NRS_CA-10769","2000-04","22549067","R5BIO-6510"
"NRS_CO-10233","2000-04","3175934","EPA01-0166"
"NRS_CO-10234","2000-04","13118","EPA01-0168"
"NRS_CO-10238","2000-04","9772957","EPA01-0241"
"NRS_CO-10239","2000-04","1596191","EPA01-0243"
"NRS_CO-10240","2000-04","2521376","EPA01-0245"
"NRS_CO-10241","2000-04","15996084","EPA01-0247"
"NRS_CO-10242","2000-04","15995164","EPA01-0249"
"NRS_CO-10243","2000-04","976126","EPA01-0250"
"NRS_CO-10244","2000-04","17034937","EPA01-0251"
"NRS_CO-10247","2000-04","3558210","EPA01-0254"
"NRS_CA-10770","2000-04","22548347","R5BIO-6512"
"NRS_CA-10771","2000-04","20332426","R5BIO-6514"
"NRS_CA-10772","2000-04","20329660","R5BIO-6516"
"NRS_CA-10773","2000-04","20332536","R5BIO-6518"
"NRS_CA-10774","2000-04","20348729","R5BIO-6520"
"NRS_CA-10775","2000-04","22548423","R5BIO-6522"
"NRS_CA-10776","2000-04","20334508","R5BIO-6524"
"NRS_CA-10777","2000-04","20330882","R5BIO-6526"
"NRS_CA-10778","2000-04","20344465","R5BIO-6528"
"NRS_CO-10204","2000-04","231167","CC0001"
"NRS_CO-10205","2000-04","3561730","SPR001"
"NRS_CO-10206","2000-04","998650","WCOP03-R001"
"NRS_CO-10207","2000-04","1527769","WCOP03-R002"
"NRS_CO-10208","2000-04","11712189","WCOP03-R003"
"NRS_CO-10209","2000-04","11722583","WCOP03-R004"
"NRS_CO-10210","2000-04","9773421","WCOP03-R005"
"NRS_CO-10211","2000-04","188623","WCOP03-R006"
"NRS_CO-10212","2000-04","17013927","WCOP03-R007"
"NRS_CO-10213","2000-04","18384545","WCOP03-R008"
"NRS_CO-10214","2000-04","17030748","WCOP03-R009"
"NRS_CO-10215","2000-04","916469","WCOP03-R010"
"NRS_CO-10216","2000-04","2877635","WCOP04-R001"
"NRS_CO-10217","2000-04","1000901","WCOP04-R003"
"NRS_CO-10250","2000-04","2899573","EPA01-0258"
"NRS_CO-10251","2000-04","3561474","EPA01-0259"
"NRS_CO-10255","2000-04","1596515","EPA02-CC01"
"NRS_CO-10256","2000-04","18375700","EPA02-RR01"
"NRS_CO-10257","2000-04","1355058","EPA02-SPR01"
"NRS_CO-10363","2000-04","5312032","WCOP04-R006"
"NRS_CO-10364","2000-04","3251801","WCOP04-R008"
"NRS_CO-10365","2000-04","3232663","WCOP04-R010"
"NRS_CO-10366","2000-04","1321066","EPA01-0167"
"NRS_CO-10367","2000-04","934978","EPA01-0238"
"NRS_CO-10218","2000-04","11712249","WCOP04-R004"
"NRS_CO-10219","2000-04","11722635","WCOP04-R005"
"NRS_CO-10221","2000-04","1529691","WCOP04-R007"
"NRS_CO-10223","2000-04","3415586","WCOP04-R009"
"NRS_CO-10225","2000-04","950789","WCOP04-R011"
"NRS_CO-10229","2000-04","1357828","EPA01-0240"
"NRS_ID-10147","2000-04","23238408","1998SIDFB065"
"NRS_ID-10148","2000-04","23498903","1998SIDFB124"
"NRS_ID-10149","2000-04","23185007","2002STWFV008"
"NRS_ID-10150","2000-04","23196184","2004SDEQA013"
"NRS_ID-10151","2000-04","24469742","ID0001"
"NRS_CO-10368","2000-04","17906861","EPA01-0239"
"NRS_CO-10369","2000-04","2888850","EPA01-0242"
"NRS_CO-10370","2000-04","17435834","EPA01-0246"
"NRS_CO-10371","2000-04","17899337","EPA01-0248"
"NRS_CO-10372","2000-04","3561782","EPA01-0169"
"NRS_CO-10373","2000-04","3111231","EPA01-0171"
"NRS_CO-10374","2000-04","5239022","EPA01-0172"
"NRS_CO-10375","2000-04","1337214","EPA01-0262"
"NRS_CO-10376","2000-04","1236063","EPA01-0252"
"NRS_CO-10377","2000-04","229493","EPA01-0253"
"NRS_ID-10152","2000-04","23630548","SHB-0395"
"NRS_ID-10153","2000-04","24219851","EPA01-0124"
"NRS_ID-10154","2000-04","23004841","EPA01-0144"
"NRS_ID-10155","2000-04","22988857","EPA01-0147"
"NRS_ID-10156","2000-04","23156682","EPA01-0159"
"NRS_ID-10157","2000-04","23184997","EPA01-0161"
