locationID,latitude,longitude,waterBody,projectCode
4698,35.90159547,-87.84312679,NA,NRSA
4700,35.76148187,-87.49864065,NA,NRSA
4701,35.54916085,-86.95243048,NA,NRSA
4702,36.22266757,-82.97198856,NA,NRSA
4703,36.49377313,-83.61879405,NA,NRSA
4901,42.873144,-109.1805961,NA,NRSA
4827,46.20886743,-121.7938865,NA,NRSA
4835,47.5038301,-119.2924423,NA,NRSA
4080,39.14697049,-91.39218266,NA,NRSA
4081,37.77833107,-91.03216734,NA,NRSA
4082,39.92375623,-95.06118003,NA,NRSA
4083,37.88951196,-93.72079998,NA,NRSA
4084,38.48030586,-93.61433623,NA,NRSA
4087,39.73426795,-93.94027089,NA,NRSA
4089,39.21987267,-91.92117078,NA,NRSA
4090,39.20884366,-92.53459835,NA,NRSA
4091,39.09748535,-94.3516648,NA,NRSA
4092,37.42968171,-93.24450517,NA,NRSA
3686,32.87100703,-109.1981321,NA,NRSA
3691,34.23975405,-112.0670972,NA,NRSA
3695,32.71136818,-114.3204076,NA,NRSA
3697,32.71967085,-109.0974956,NA,NRSA
3698,32.89332433,-109.7940786,NA,NRSA
3699,33.02098181,-109.2997034,NA,NRSA
4519,40.60776761,-91.68335794,NA,NRSA
4520,40.58214489,-94.14788494,NA,NRSA
4518,40.83458174,-93.8599366,NA,NRSA
4529,38.4925,-96.583333,NA,NRSA
4530,39.73790724,-101.8768828,NA,NRSA
4532,39.54454681,-95.7311285,NA,NRSA
4533,39.08720874,-95.29023053,NA,NRSA
4547,36.70940739,-90.6967141,NA,NRSA
4548,37.87068546,-91.92974504,NA,NRSA
4572,42.76731871,-103.927579,NA,NRSA
4573,42.6905792,-103.5487203,NA,NRSA
4576,42.44965649,-103.2627373,NA,NRSA
4575,40.48034137,-101.583417,NA,NRSA
4574,40.11065926,-97.05786967,NA,NRSA
4234,47.09668968,-101.8016702,NA,NRSA
4531,39.10655601,-96.60643503,NA,NRSA
3877,46.86031503,-116.0390442,NA,NRSA
3878,45.07920575,-116.0947575,NA,NRSA
3879,42.90979506,-112.327078,NA,NRSA
3880,42.00729662,-115.2197238,NA,NRSA
3881,45.02324849,-114.4461665,NA,NRSA
3885,42.17904009,-114.2219629,NA,NRSA
3888,43.60292561,-115.5733393,NA,NRSA
3889,42.7527138,-116.0743669,NA,NRSA
3890,44.84403732,-113.8166768,NA,NRSA
3882,42.0474638,-114.4203312,NA,NRSA
3887,42.46121104,-111.9125695,NA,NRSA
3891,43.31272807,-114.1155635,NA,NRSA
3892,44.20986481,-115.5467376,NA,NRSA
4563,48.92267492,-108.38435,NA,NRSA
4149,48.14320727,-112.1246251,NA,NRSA
4236,47.21306694,-101.6901873,NA,NRSA
4125,48.22390983,-105.5177517,NA,NRSA
3702,31.56235429,-111.0460433,NA,NRSA
3687,32.40882122,-111.1606295,NA,NRSA
4238,46.4305193,-102.1681364,NA,NRSA
4229,47.16788712,-102.6457541,NA,NRSA
3746,40.19171518,-105.2005421,NA,NRSA
4103,32.80646117,-88.55027714,NA,NRSA
4101,31.05988801,-88.88820272,NA,NRSA
4105,31.19723352,-89.69055391,NA,NRSA
3688,33.29395085,-109.494703,NA,NRSA
3694,33.10544383,-109.299405,NA,NRSA
3701,33.67588001,-109.0840924,NA,NRSA
3618,34.71586192,-85.61116941,NA,NRSA
3919,39.43393657,-87.12165125,NA,NRSA
3920,39.18727431,-85.34940476,NA,NRSA
3923,39.77823548,-86.44708256,NA,NRSA
3925,40.01111906,-86.89988443,NA,NRSA
3929,40.13717208,-85.20353058,NA,NRSA
3928,40.71212718,-86.85060697,NA,NRSA
3986,31.36398535,-93.19880578,NA,NRSA
3987,30.1777723,-93.05098255,NA,NRSA
3988,32.49502418,-91.51857854,NA,NRSA
3989,31.39846907,-91.7640648,NA,NRSA
3990,32.37390452,-93.89218832,NA,NRSA
3644,35.09489821,-93.4227353,NA,NRSA
3648,36.42861166,-93.14634877,NA,NRSA
3654,35.71495398,-92.88273831,NA,NRSA
3655,35.27595613,-92.19925139,NA,NRSA
3657,34.675951,-92.66396251,NA,NRSA
3662,34.37706817,-93.20282683,NA,NRSA
3665,34.92202722,-92.953152,NA,NRSA
4141,48.457665,-109.9263753,NA,NRSA
4411,35.53755037,-96.31584045,NA,NRSA
4413,36.03834837,-99.9304572,NA,NRSA
4414,35.69013981,-95.16558574,NA,NRSA
4418,35.74930919,-97.13433409,NA,NRSA
4431,34.92254042,-99.11120133,NA,NRSA
4441,35.54538909,-99.72270535,NA,NRSA
4442,35.96545355,-96.36807122,NA,NRSA
4445,34.34591923,-96.69947948,NA,NRSA
4407,35.80398666,-96.4833534,NA,NRSA
4900,44.30321955,-106.938932,NA,NRSA
4911,43.41402294,-106.2859761,NA,NRSA
4920,44.15839041,-106.9120158,NA,NRSA
4927,43.94402022,-105.4367036,NA,NRSA
4189,46.54627111,-103.5638483,NA,NRSA
4237,46.01407078,-103.2878274,NA,NRSA
4230,48.36718786,-102.7777969,NA,NRSA
3945,37.06712523,-99.55893806,NA,NRSA
3954,37.12028426,-98.98489094,NA,NRSA
4417,34.83934394,-98.3059952,NA,NRSA
3957,38.23225243,-100.0290686,NA,NRSA
4239,47.31478407,-100.91521,NA,NRSA
4023,42.43728423,-85.12122073,NA,NRSA
4025,46.31368402,-86.89834447,NA,NRSA
4031,42.33026798,-86.20778999,NA,NRSA
4034,45.69913876,-87.40744478,NA,NRSA
4035,42.5694993,-84.59279569,NA,NRSA
4037,42.42834336,-85.58468357,NA,NRSA
4042,45.29254683,-87.44974689,NA,NRSA
4043,46.05776629,-87.2473558,NA,NRSA
4047,42.61668657,-85.72820112,NA,NRSA
4099,30.76720397,-89.65497288,NA,NRSA
4107,31.31668821,-90.29968637,NA,NRSA
4560,31.45085535,-90.01004233,NA,NRSA
4136,48.56932334,-112.9000922,NA,NRSA
4144,48.99086339,-113.198807,NA,NRSA
3896,38.85319677,-89.39780396,NA,NRSA
3897,39.67544736,-90.52533854,NA,NRSA
3898,40.57855053,-89.9376182,NA,NRSA
3906,39.34781178,-88.05272107,NA,NRSA
3907,39.05375237,-90.65927761,NA,NRSA
3909,37.79673471,-88.37006294,NA,NRSA
3910,39.59012795,-90.87370169,NA,NRSA
3911,38.0088038,-88.6775417,NA,NRSA
3914,40.44300629,-86.44409555,NA,NRSA
3949,39.72059013,-99.22212862,NA,NRSA
3958,39.1062615,-99.23252823,NA,NRSA
3939,38.83876448,-100.9919327,NA,NRSA
3938,38.76631205,-100.2741424,NA,NRSA
4010,39.31107179,-77.28332533,NA,NRSA
4005,39.67335484,-78.65539148,NA,NRSA
4006,39.69016591,-76.9302438,NA,NRSA
3610,33.22341539,-86.88815694,NA,NRSA
3620,32.93231611,-86.36246869,NA,NRSA
3621,32.91383014,-87.53264771,NA,NRSA
3624,34.50734375,-88.05036703,NA,NRSA
4085,40.11656931,-92.76214243,NA,NRSA
4086,39.97807985,-91.70303678,NA,NRSA
4088,40.09405365,-92.83475533,NA,NRSA
4094,39.69717334,-94.88073103,NA,NRSA
4095,39.4414695,-91.52662117,NA,NRSA
4096,39.71144955,-94.15728285,NA,NRSA
4097,37.76798723,-93.58093759,NA,NRSA
4102,31.00026568,-91.03949671,NA,NRSA
4112,31.79643692,-89.67854599,NA,NRSA
4113,31.61470413,-90.67871443,NA,NRSA
4551,39.65361097,-94.22593174,NA,NRSA
